region,species_abbr,cuid,cu_name_pse,year,observed_spawners,estimated_spawners
Transboundary,SH,1081,Taku Summer,2006,47,NA
Transboundary,SH,1081,Taku Summer,2007,57,NA
Transboundary,SH,1081,Taku Summer,2009,52,NA
Transboundary,SH,1081,Taku Summer,2010,176,NA
Transboundary,SH,1081,Taku Summer,2011,93,NA
Transboundary,SH,1081,Taku Summer,2012,24,NA
Transboundary,SH,1081,Taku Summer,2013,11,NA
Transboundary,SH,1081,Taku Summer,2015,47,NA
Transboundary,SH,1081,Taku Summer,2018,12,NA
Transboundary,SH,1081,Taku Summer,2023,9,NA
