River,FAZ,SPECIES,PSF_CU_NAME,CU_NAME,Species_CU_INDEX,Year,SumMaxEstAll,NumSitesAll,SumMaxEstH,NumSitesH,SumMaxEstHM,NumSitesHM,SumMaxEstL,NumSitesL,SumMaxEstUNK,NumSitesUNK,PercLUNK
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1980,1658,1,NA,NA,NA,NA,NA,NA,1658,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1981,2299,1,NA,NA,NA,NA,NA,NA,2299,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1992,1457,1,NA,NA,NA,NA,NA,NA,1457,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1993,6312,1,NA,NA,NA,NA,NA,NA,6312,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1994,5427,1,NA,NA,NA,NA,NA,NA,5427,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1995,3310,1,NA,NA,NA,NA,NA,NA,3310,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1996,4243,1,NA,NA,NA,NA,NA,NA,4243,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1997,5746,1,NA,NA,NA,NA,NA,NA,5746,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1998,1934,1,NA,NA,NA,NA,NA,NA,1934,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,1999,10042,1,NA,NA,NA,NA,NA,NA,10042,1,100
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2000,4096,1,4096,1,4096,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2001,1663,1,1663,1,1663,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2002,7697,1,7697,1,7697,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2003,7769,1,7769,1,7769,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2004,1578,1,1578,1,1578,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2005,6004,1,6004,1,6004,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2006,1015,1,1015,1,1015,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2007,204,1,204,1,204,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2012,182,1,182,1,182,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2013,1195,1,1195,1,1195,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2014,208,1,208,1,208,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2015,341,1,341,1,341,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2016,1476,1,1476,1,1476,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2017,299,1,299,1,299,1,NA,NA,NA,NA,0
Taku,Taku,SEL,KUTHAI,KUTHAI,SEL-28-01,2018,13,1,13,1,13,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1983,14889,1,14889,1,14889,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1984,13820,1,13820,1,13820,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1985,12007,1,12007,1,12007,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1986,10637,1,10637,1,10637,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1987,9606,1,9606,1,9606,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1988,9443,1,9443,1,9443,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1989,22942,1,22942,1,22942,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1990,14372,1,14372,1,14372,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1991,17432,1,17432,1,17432,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1992,13438,1,13438,1,13438,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1993,11524,1,11524,1,11524,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1994,5483,1,5483,1,5483,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1995,5924,1,5924,1,5924,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1996,8717,1,8717,1,8717,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1997,11801,1,11801,1,11801,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,1998,725,1,725,1,725,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2001,16860,1,16860,1,16860,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2002,11484,1,11484,1,11484,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2003,31227,1,31227,1,31227,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2004,9613,1,9613,1,9613,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2005,16009,1,16009,1,16009,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2006,25265,1,25265,1,25265,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2007,7153,1,7153,1,7153,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2009,5552,1,5552,1,5552,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2010,3372,1,3372,1,3372,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2011,3809,1,3809,1,3809,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2012,10015,1,10015,1,10015,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2013,4840,1,4840,1,4840,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2014,6707,1,6707,1,6707,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2015,13253,1,13253,1,13253,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2016,7771,1,7771,1,7771,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2017,6552,1,6552,1,6552,1,NA,NA,NA,NA,0
Taku,Taku,SEL,LITTLE TRAPPER,LITTLE TRAPPER,SEL-28-02,2018,8249,1,8249,1,8249,1,NA,NA,NA,NA,0
Taku,Taku,CM,TAKU,NA,CM-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1975,289,2,NA,NA,NA,NA,NA,NA,289,2,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1976,765,2,NA,NA,NA,NA,NA,NA,765,2,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1977,668,2,NA,NA,NA,NA,NA,NA,668,2,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1978,645,2,NA,NA,NA,NA,NA,NA,645,2,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1979,866,2,NA,NA,NA,NA,NA,NA,866,2,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1980,1689,2,NA,NA,NA,NA,NA,NA,1689,2,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1981,3277,3,NA,NA,NA,NA,NA,NA,3277,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1982,1604,3,NA,NA,NA,NA,NA,NA,1604,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1983,687,3,NA,NA,NA,NA,NA,NA,687,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1984,1127,2,NA,NA,NA,NA,NA,NA,1127,2,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1985,3014,3,NA,NA,NA,NA,NA,NA,3014,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1986,2218,3,NA,NA,NA,NA,NA,NA,2218,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1987,1589,3,NA,NA,NA,NA,NA,NA,1589,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1988,1844,3,NA,NA,NA,NA,NA,NA,1844,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1989,2510,3,NA,NA,NA,NA,NA,NA,2510,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1990,2650,3,NA,NA,NA,NA,NA,NA,2650,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1991,2809,3,NA,NA,NA,NA,NA,NA,2809,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1992,2902,3,NA,NA,NA,NA,NA,NA,2902,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1993,3639,3,NA,NA,NA,NA,NA,NA,3639,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1994,3605,3,NA,NA,NA,NA,NA,NA,3605,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1995,3586,3,NA,NA,NA,NA,NA,NA,3586,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1996,8426,3,NA,NA,NA,NA,NA,NA,8426,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1997,5246,3,NA,NA,NA,NA,NA,NA,5246,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1998,2427,3,NA,NA,NA,NA,NA,NA,2427,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,1999,1280,3,NA,NA,NA,NA,NA,NA,1280,3,100
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2000,1370,3,NA,NA,1370,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2001,1619,3,NA,NA,1619,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2002,2125,3,NA,NA,2125,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2003,1941,3,NA,NA,1941,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2004,3729,3,NA,NA,3729,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2005,1004,3,NA,NA,1004,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2006,1549,3,NA,NA,1549,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2007,480,3,NA,NA,480,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2008,2098,3,NA,NA,2098,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2009,1450,3,NA,NA,1450,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2010,1707,3,NA,NA,1707,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2011,1237,3,NA,NA,1237,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2012,852,2,NA,NA,852,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2013,693,2,NA,NA,693,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2014,497,2,NA,NA,497,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2015,901,2,NA,NA,901,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2016,535,2,NA,NA,535,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2017,171,2,NA,NA,171,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2018,631,2,NA,NA,631,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2019,1231,2,NA,NA,1231,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2020,505,2,NA,NA,505,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2021,245,2,NA,NA,245,2,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-EARLY TIMING,TAKU-EARLY TIMING,CK-63,2022,543,2,NA,NA,543,2,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-EARLY TIMING,NA,CO-991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1958,7402,1,NA,NA,NA,NA,NA,NA,7402,1,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1976,961,2,NA,NA,NA,NA,NA,NA,961,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1977,1153,2,NA,NA,NA,NA,NA,NA,1153,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1978,1040,2,NA,NA,NA,NA,NA,NA,1040,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1979,1180,2,NA,NA,NA,NA,NA,NA,1180,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1980,1355,2,NA,NA,NA,NA,NA,NA,1355,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1981,1399,2,NA,NA,NA,NA,NA,NA,1399,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1982,676,2,NA,NA,NA,NA,NA,NA,676,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1983,407,2,NA,NA,NA,NA,NA,NA,407,2,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1984,895,2,NA,NA,NA,NA,NA,NA,895,2,100
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1984,1480,1,NA,NA,NA,NA,NA,NA,1480,1,100
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1985,1981,3,NA,NA,NA,NA,NA,NA,1981,3,100
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1985,16636,4,1031,1,1031,1,NA,NA,15605,3,93.8
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1986,2077,3,NA,NA,NA,NA,NA,NA,2077,3,100
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1986,4588,5,2723,1,3149,3,NA,NA,1439,2,31.4
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1987,1330,3,NA,NA,NA,NA,NA,NA,1330,3,100
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1987,66405,6,63691,2,64132,4,NA,NA,2273,2,3.4
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1988,3303,3,NA,NA,NA,NA,NA,NA,3303,3,100
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1988,48013,6,45675,3,46042,4,NA,NA,1971,2,4.1
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1989,43905,4,41561,1,41561,1,NA,NA,2344,3,5.3
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1989,63660,5,60841,1,61278,3,NA,NA,2382,2,3.7
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1990,55430,3,53748,1,53748,1,NA,NA,1682,2,3
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1990,77245,5,75881,1,76162,3,NA,NA,1083,2,1.4
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1991,54856,3,53122,1,53122,1,NA,NA,1734,2,3.2
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1991,136006,5,132923,1,133557,3,NA,NA,2449,2,1.8
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1992,60161,3,57755,1,57755,1,NA,NA,2406,2,4
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1992,92258,4,90240,2,90240,2,NA,NA,2018,2,2.2
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1993,71144,3,68069,1,68069,1,NA,NA,3075,2,4.3
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1993,124448,4,124290,2,124290,2,NA,NA,158,2,0.1
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1994,52368,3,50852,1,50852,1,NA,NA,1516,2,2.9
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1994,113366,4,113148,2,113148,2,NA,NA,218,2,0.2
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1995,36785,3,35557,1,35557,1,NA,NA,1228,2,3.3
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1995,69883,3,69448,1,69448,1,NA,NA,435,2,0.6
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1996,86149,3,82518,1,82518,1,NA,NA,3631,2,4.2
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1996,49969,3,49687,1,49687,1,NA,NA,282,2,0.6
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1997,120385,3,117877,1,117877,1,NA,NA,2508,2,2.1
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1997,35035,1,35035,1,35035,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1998,33459,3,32311,1,32311,1,NA,NA,1148,2,3.4
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1998,66472,1,66472,1,66472,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,1999,19418,3,18426,1,18426,1,NA,NA,992,2,5.1
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,1999,66343,1,66343,1,66343,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2000,39695,3,38040,1,39695,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2000,70147,1,70147,1,70147,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2001,51581,3,49507,1,51581,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2001,107493,1,107493,1,107493,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2002,60148,3,58058,1,60148,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2002,223162,1,223162,1,223162,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2003,41964,3,40114,1,41964,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2003,186755,1,186755,1,186755,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2004,81209,3,78985,1,81209,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2004,139011,1,139011,1,139011,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2005,48294,3,46315,1,48294,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2005,143817,1,143817,1,143817,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2006,52613,3,50525,1,52613,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2006,134053,1,134053,1,134053,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2007,17943,3,17291,1,17943,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2007,82319,1,82319,1,82319,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2008,30836,3,29063,1,30836,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2008,99199,1,99199,1,99199,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2009,30838,3,29797,1,30838,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2009,113716,1,113716,1,113716,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2010,35775,3,34238,1,35775,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2010,141238,1,141238,1,141238,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2011,24243,3,22949,1,24243,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2011,83349,1,83349,1,83349,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2012,20740,3,19678,1,20740,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2012,84847,1,84847,1,84847,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2013,19886,3,18740,1,19886,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2013,78492,1,78492,1,78492,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2014,26764,3,26004,1,26764,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2014,140739,1,140739,1,140739,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2015,27070,3,26014,1,27070,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2015,70361,1,70361,1,70361,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2016,11202,3,10807,1,11202,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2016,99224,1,99224,1,99224,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2017,8915,3,8464,1,8915,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2017,65670,1,65670,1,65670,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2018,7601,3,7278,1,7601,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2018,60678,1,60678,1,60678,1,NA,NA,NA,NA,0
