CU_NAME,Species_CU_INDEX,DESCR,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,SPECIES,Year,INDEX_YN,ESTIMATE_STAGE,ESTIMATE_CLASSIFICATION,NO_INSPECTIONS_USED,ESTIMATE_METHOD,POP_ID,MAX_ESTIMATE,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURNS,ENUMERATION_METHOD1,ENUMERATION_METHOD2,ENUMERATION_METHOD3,ENUMERATION_METHOD4,ENUMERATION_METHOD5,ENUMERATION_METHOD6,EstQual
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2000,STIKINE RIVER,Chinook,2000,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,30301,26056,NA,NA,NA,NA,NA,4245,30301,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2001,STIKINE RIVER,Chinook,2001,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,66646,63129,NA,NA,NA,NA,NA,3517,66646,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2006,STIKINE RIVER,Chinook,2006,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,40181,24405,NA,NA,NA,NA,NA,15776,40181,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2007,STIKINE RIVER,Chinook,2007,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,25069,14559,NA,NA,NA,NA,NA,10510,25069,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2008,STIKINE RIVER,Chinook,2008,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,26284,18352,NA,NA,NA,NA,NA,7932,26284,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2009,STIKINE RIVER,Chinook,2009,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,15118,12972,NA,NA,NA,NA,NA,2146,15118,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2012,STIKINE RIVER,Chinook,2012,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,27542,22332,NA,NA,NA,NA,NA,5210,27542,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2013,STIKINE RIVER,Chinook,2013,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,20154,16784,NA,NA,NA,NA,NA,3370,20154,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2014,STIKINE RIVER,Chinook,2014,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,27701,24374,NA,NA,NA,NA,NA,3327,27701,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2015,STIKINE RIVER,Chinook,2015,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,25855,21597,NA,NA,NA,NA,NA,4258,25855,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2016,STIKINE RIVER,Chinook,2016,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,13789,10554,NA,NA,NA,NA,NA,3235,13789,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2017,STIKINE RIVER,Chinook,2017,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,7938,7335,NA,NA,NA,NA,NA,603,7938,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2018,STIKINE RIVER,Chinook,2018,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,8768,8603,NA,NA,NA,NA,NA,165,8768,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2002,STIKINE RIVER,Chinook,2002,NA,NEAR FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,53983,NA,NA,50175,NA,NA,NA,3808,53983,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2003,STIKINE RIVER,Chinook,2003,NA,NEAR FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,43022,NA,NA,39965,NA,NA,NA,3057,43022,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2004,STIKINE RIVER,Chinook,2004,NA,NEAR FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,52538,NA,NA,48900,NA,NA,NA,3638,52538,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2011,STIKINE RIVER,Chinook,2011,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,17652,14511,NA,NA,NA,NA,NA,3141,17652,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2021,STIKINE RIVER,Chinook,2021,N,PRELIMINARY,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,8558,8376,NA,NA,NA,NA,NA,182,8558,NA,NA,NA,NA,NA,NA,NA,H
STIKINE-LATE TIMING,CK-61,Stikine River Chinook 2020,STIKINE RIVER,Chinook,2020,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3341,10142,9753,NA,NA,NA,NA,NA,389,10142,NA,NA,NA,NA,NA,NA,NA,H
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2015,DUDIDONTU RIVER,Chinook,2015,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,289,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2012,DUDIDONTU RIVER,Chinook,2012,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,126,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2011,DUDIDONTU RIVER,Chinook,2011,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,301,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2010,DUDIDONTU RIVER,Chinook,2010,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,561,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2009,DUDIDONTU RIVER,Chinook,2009,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,272,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2022,DUDIDONTU RIVER,Chinook,2022,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,192,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2021,DUDIDONTU RIVER,Chinook,2021,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,147,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2020,DUDIDONTU RIVER,Chinook,2020,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,292,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2019,DUDIDONTU RIVER,Chinook,2019,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,949,949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2018,DUDIDONTU RIVER,Chinook,2018,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,363,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2017,DUDIDONTU RIVER,Chinook,2017,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2016,DUDIDONTU RIVER,Chinook,2016,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,156,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2013,DUDIDONTU RIVER,Chinook,2013,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,166,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2014,DUDIDONTU RIVER,Chinook,2014,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,193,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1975,DUDIDONTU RIVER,Chinook,1975,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,15,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1998,DUDIDONTU RIVER,Chinook,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,807,NA,NA,NA,NA,NA,NA,NA,NA,807,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1995,DUDIDONTU RIVER,Chinook,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,731,NA,NA,NA,NA,NA,NA,NA,NA,731,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2003,DUDIDONTU RIVER,Chinook,2003,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,644,NA,NA,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2002,DUDIDONTU RIVER,Chinook,2002,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,834,NA,NA,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2001,DUDIDONTU RIVER,Chinook,2001,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,479,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1990,DUDIDONTU RIVER,Chinook,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,820,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1991,DUDIDONTU RIVER,Chinook,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,804,NA,NA,NA,NA,NA,NA,NA,NA,804,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2004,DUDIDONTU RIVER,Chinook,2004,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,1036,NA,NA,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1977,DUDIDONTU RIVER,Chinook,1977,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,18,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2000,DUDIDONTU RIVER,Chinook,2000,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),1,Peak Live + Dead,45167,482,482,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2005,DUDIDONTU RIVER,Chinook,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,318,318,NA,318,NA,NA,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2007,DUDIDONTU RIVER,Chinook,2007,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,4,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2006,DUDIDONTU RIVER,Chinook,2006,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,395,NA,NA,395,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 2008,DUDIDONTU RIVER,Chinook,2008,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45167,480,NA,NA,480,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1976,DUDIDONTU RIVER,Chinook,1976,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,40,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1996,DUDIDONTU RIVER,Chinook,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,1810,NA,NA,NA,NA,NA,NA,NA,NA,1810,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1992,DUDIDONTU RIVER,Chinook,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,768,NA,NA,NA,NA,NA,NA,NA,NA,768,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1997,DUDIDONTU RIVER,Chinook,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,943,NA,NA,NA,NA,NA,NA,NA,NA,943,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1993,DUDIDONTU RIVER,Chinook,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,1020,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1994,DUDIDONTU RIVER,Chinook,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,573,NA,NA,NA,NA,NA,NA,NA,NA,573,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1989,DUDIDONTU RIVER,Chinook,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,204,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1986,DUDIDONTU RIVER,Chinook,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,413,NA,NA,NA,NA,NA,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1999,DUDIDONTU RIVER,Chinook,1999,NA,FINAL,UNKNOWN,NA,Peak Live + Dead,45167,527,NA,NA,NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1983,DUDIDONTU RIVER,Chinook,1983,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,117,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1987,DUDIDONTU RIVER,Chinook,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,287,NA,NA,NA,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1988,DUDIDONTU RIVER,Chinook,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,243,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1985,DUDIDONTU RIVER,Chinook,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,475,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1980,DUDIDONTU RIVER,Chinook,1980,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,158,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1979,DUDIDONTU RIVER,Chinook,1979,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,9,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1981,DUDIDONTU RIVER,Chinook,1981,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,74,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Dudidontu River (Alsek/Taku) Chinook 1982,DUDIDONTU RIVER,Chinook,1982,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45167,130,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1976,NAHLIN RIVER,Chinook,1976,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,725,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1995,NAHLIN RIVER,Chinook,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,2069,NA,NA,NA,NA,NA,NA,NA,NA,2069,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1996,NAHLIN RIVER,Chinook,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,5415,NA,NA,NA,NA,NA,NA,NA,NA,5415,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1992,NAHLIN RIVER,Chinook,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,1821,NA,NA,NA,NA,NA,NA,NA,NA,1821,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1986,NAHLIN RIVER,Chinook,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,1612,NA,NA,NA,NA,NA,NA,NA,NA,1612,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1993,NAHLIN RIVER,Chinook,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,2128,NA,NA,NA,NA,NA,NA,NA,NA,2128,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1979,NAHLIN RIVER,Chinook,1979,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,857,NA,NA,NA,NA,NA,NA,NA,NA,857,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1975,NAHLIN RIVER,Chinook,1975,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,274,NA,NA,NA,NA,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1990,NAHLIN RIVER,Chinook,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,1658,NA,NA,NA,NA,NA,NA,NA,NA,1658,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1980,NAHLIN RIVER,Chinook,1980,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,1531,NA,NA,NA,NA,NA,NA,NA,NA,1531,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1983,NAHLIN RIVER,Chinook,1983,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,391,NA,NA,NA,NA,NA,NA,NA,NA,391,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1984,NAHLIN RIVER,Chinook,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,951,NA,NA,NA,NA,NA,NA,NA,NA,951,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1994,NAHLIN RIVER,Chinook,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,2418,NA,NA,NA,NA,NA,NA,NA,NA,2418,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1989,NAHLIN RIVER,Chinook,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,1812,NA,NA,NA,NA,NA,NA,NA,NA,1812,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1977,NAHLIN RIVER,Chinook,1977,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,650,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 2000,NAHLIN RIVER,Chinook,1999,NA,FINAL,UNKNOWN,NA,Peak Live + Dead,45164,532,NA,NA,NA,NA,NA,NA,NA,NA,532,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1985,NAHLIN RIVER,Chinook,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,2236,NA,NA,NA,NA,NA,NA,NA,NA,2236,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1997,NAHLIN RIVER,Chinook,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,3655,NA,NA,NA,NA,NA,NA,NA,NA,3655,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1987,NAHLIN RIVER,Chinook,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,1122,NA,NA,NA,NA,NA,NA,NA,NA,1122,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1998,NAHLIN RIVER,Chinook,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,1260,NA,NA,NA,NA,NA,NA,NA,NA,1260,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 1981,NAHLIN RIVER,Chinook,1981,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45164,2945,NA,NA,NA,NA,NA,NA,NA,NA,2945,NA,NA,NA,NA,NA,NA,UNK
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 2008,NAHLIN RIVER,Chinook,2008,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45164,1121,NA,NA,1121,NA,NA,NA,NA,1121,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 2006,NAHLIN RIVER,Chinook,2006,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45164,955,NA,NA,955,NA,NA,NA,NA,955,NA,NA,NA,NA,NA,NA,NA,M
TAKU-EARLY TIMING,CK-63,Nahlin River (Alsek/Taku) Chinook Run 1 2005,NAHLIN RIVER,Chinook,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45164,471,471,NA,471,NA,NA,NA,NA,471,NA,NA,NA,NA,NA,NA,NA,M
