SPECIES,Stock,Series,Year,Value,TableSource
Chinook,Alsek River,Blanchard River Aerial Index,2001,543,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2002,351,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2003,127,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2004,84,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2005,112,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2006,98,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2007,39,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2008,65,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2009,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2010,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2011,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2012,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2013,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2014,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2015,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2016,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2017,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2018,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2019,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2020,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2021,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2022,NA,E.8
Chinook,Alsek River,Blanchard River Aerial Index,2023,NA,E.8
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2019,1408,E.8
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2020,NA,E.9
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2021,792,E.10
Chinook,Alsek River,Blanchard River Sonar (Large Fish),2022,739,E.11
Chinook,Alsek River,Takhanne River Aerial Index,1984,158,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1985,184,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1986,358,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1987,395,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1988,169,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1989,158,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1990,325,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1991,86,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1992,77,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1993,351,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1994,342,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1995,260,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1996,230,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1997,190,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1998,136,E.8
Chinook,Alsek River,Takhanne River Aerial Index,1999,194,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2000,152,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2001,287,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2002,220,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2003,105,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2004,46,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2005,47,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2006,28,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2007,32,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2008,41,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2009,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2010,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2011,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2012,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2013,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2014,NA,E.8
