"drv_regionid","region","region_abbr","species_name","species_abbr","pooledcuid","cuid","primarycu","cu_name_pse","cu_name_dfo","cu_index","cu_type","gen_length","regionid","sppqualifiedid","smuid","smu"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",900,900,TRUE,"Southern Coastal Streams","Southern Coastal Streams","CM-8","Current",4,5,7,29,"Inner South Coast Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",901,901,TRUE,"Bute Inlet","Bute Inlet","CM-7","Current",4,5,7,29,"Inner South Coast Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",902,902,TRUE,"Loughborough","Loughborough","CM-6","Current",4,5,7,29,"Inner South Coast Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",903,903,TRUE,"Northeast Vancouver Island","Northeast Vancouver Island","CM-5","Current",4,5,7,29,"Inner South Coast Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",904,904,TRUE,"Georgia Strait","Georgia Strait","CM-4","Current",4,5,7,29,"Inner South Coast Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",905,905,TRUE,"Howe Sound-Burrard Inlet","Howe Sound-Burrard Inlet","CM-3","Current",4,5,7,29,"Inner South Coast Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",977,977,TRUE,"Northwest Vancouver Island","Northwest Vancouver Island","CM-11","Current",4,5,7,57,"WCVI Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",978,978,TRUE,"Southwest & West Vancouver Island","Southwest & West  Vancouver Island","CM-10","Current",4,5,7,57,"WCVI Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Chum","CM",979,979,TRUE,"Upper Knight","Upper Knight","CM-9","Current",4,5,7,57,"WCVI Chum Salmon"
5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",980,980,TRUE,"South Coast Winter","South Coast Winter",NA,NA,5,5,10,NA,NA
5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",981,981,TRUE,"East Vancouver Island Winter","East Vancouver Island Winter",NA,NA,5,5,10,NA,NA
5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",982,982,TRUE,"West Vancouver Island Winter","West Vancouver Island Winter",NA,NA,5,5,10,NA,NA
5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",983,983,TRUE,"South Coast Summer","South Coast Summer",NA,NA,5,5,10,NA,NA
5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",984,984,TRUE,"West Vancouver Island Summer","West Vancouver Island Summer",NA,NA,5,5,10,NA,NA
5,"Vancouver Island & Mainland Inlets","VIMI","Steelhead","SH",985,985,TRUE,"East Vancouver Island Summer","East Vancouver Island Summer",NA,NA,5,5,10,NA,NA
6,"Haida Gwaii","HG","Lake sockeye","SEL",819,819,TRUE,"Ain-Skundale-Ian","Ain/Skundale/Ian","SEL-17-01","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",820,820,TRUE,"Awun","Awun","SEL-17-02","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",821,821,TRUE,"Fairfax","Fairfax","SEL-17-03","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",822,822,TRUE,"Jalun","Jalun","SEL-17-04","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",823,823,TRUE,"Marian/Eden","Marian/Eden","SEL-17-05",NA,5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",824,824,TRUE,"Mathers","Mathers","SEL-17-06","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",825,825,TRUE,"Mercer","Mercer","SEL-17-07","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",826,826,TRUE,"Skidegate","Skidegate","SEL-17-08","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",827,827,TRUE,"Yakoun","Yakoun","SEL-17-09","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","Lake sockeye","SEL",828,828,TRUE,"Marie","Marie","SEL-17-10","Current",5,6,1,27,"Haida Gwaii Sockeye Salmon"
6,"Haida Gwaii","HG","River sockeye","SER",816,816,TRUE,"East Haida Gwaii (river-type)","East Haida Gwaii","SER-13","Current",5,6,2,NA,NA
6,"Haida Gwaii","HG","River sockeye","SER",817,817,TRUE,"North Haida Gwaii (river-type)","North Haida Gwaii","SER-15","Current",5,6,2,NA,NA
6,"Haida Gwaii","HG","River sockeye","SER",818,818,TRUE,"West Haida Gwaii (river-type)","West Haida Gwaii","SER-14","Current",5,6,2,NA,NA
6,"Haida Gwaii","HG","Pink (odd)","PKO",813,813,TRUE,"East Haida Gwaii (odd)","East Haida Gwaii","PKO-9","Current",2,6,3,26,"Haida Gwaii Pink Salmon"
6,"Haida Gwaii","HG","Pink (odd)","PKO",814,814,TRUE,"North Haida Gwaii (odd)","North Haida Gwaii","PKO-10","Current",2,6,3,26,"Haida Gwaii Pink Salmon"
6,"Haida Gwaii","HG","Pink (odd)","PKO",815,815,TRUE,"West Haida Gwaii (odd)","West Haida Gwaii","PKO-11","Current",2,6,3,26,"Haida Gwaii Pink Salmon"
6,"Haida Gwaii","HG","Pink (even)","PKE",810,810,TRUE,"North Haida Gwaii (even)","North Haida Gwaii","PKE-9","Current",2,6,4,26,"Haida Gwaii Pink Salmon"
6,"Haida Gwaii","HG","Pink (even)","PKE",811,811,TRUE,"East Haida Gwaii (even)","East Haida Gwaii","PKE-10","Current",2,6,4,26,"Haida Gwaii Pink Salmon"
6,"Haida Gwaii","HG","Pink (even)","PKE",812,812,TRUE,"West Haida Gwaii (even)","West Haida Gwaii","PKE-11","Current",2,6,4,26,"Haida Gwaii Pink Salmon"
6,"Haida Gwaii","HG","Chinook","CK",805,805,TRUE,"North Haida Gwaii","Haida Gwaii-North","CK-43","Current",6,6,5,28,"Haida Gwaii Chinook Salmon"
6,"Haida Gwaii","HG","Chinook","CK",806,806,TRUE,"East Haida Gwaii","Haida Gwaii-East","CK-44","Current",6,6,5,28,"Haida Gwaii Chinook Salmon"
6,"Haida Gwaii","HG","Coho","CO",807,807,TRUE,"East Haida Gwaii","Haida Gwaii-East","CO-23","Current",3,6,6,25,"Haida Gwaii Coho Salmon"
6,"Haida Gwaii","HG","Coho","CO",808,808,TRUE,"West Haida Gwaii","Haida Gwaii-West","CO-24","Current",3,6,6,25,"Haida Gwaii Coho Salmon"
6,"Haida Gwaii","HG","Coho","CO",809,809,TRUE,"Haida Gwaii-Graham Island Lowlands","Haida Gwaii-Graham Island Lowlands","CO-25","Current",3,6,6,25,"Haida Gwaii Coho Salmon"
6,"Haida Gwaii","HG","Chum","CM",800,800,TRUE,"North Haida Gwaii-Stanley Creek","North Haida Gwaii-Stanley Creek","CM-25","Current",5,6,7,24,"Haida Gwaii Chum Salmon"
6,"Haida Gwaii","HG","Chum","CM",801,801,TRUE,"East Haida Gwaii","East HG","CM-21","Current",5,6,7,24,"Haida Gwaii Chum Salmon"
6,"Haida Gwaii","HG","Chum","CM",802,802,TRUE,"North Haida Gwaii","North Haida Gwaii","CM-24","Current",5,6,7,24,"Haida Gwaii Chum Salmon"
6,"Haida Gwaii","HG","Chum","CM",803,803,TRUE,"West Haida Gwaii","West Haida Gwaii","CM-23","Current",5,6,7,24,"Haida Gwaii Chum Salmon"
6,"Haida Gwaii","HG","Chum","CM",804,804,TRUE,"Skidegate","Skidegate","CM-22","Current",5,6,7,24,"Haida Gwaii Chum Salmon"
6,"Haida Gwaii","HG","Steelhead","SH",880,880,TRUE,"Haida Gwaii Winter","Haida Gwaii Winter",NA,NA,5,6,10,NA,NA
7,"Columbia","CLMB","Lake sockeye","SEL",1300,1300,TRUE,"Osoyoos","Osoyoos","SEL-01-01","Current",4,7,1,38,"Okanagan Sockeye Salmon"
7,"Columbia","CLMB","Chinook","CK",301,301,TRUE,"Okanagan","CK001-Okanagan_1.x","CK-1","Current",5,7,5,37,"Okanagan Chinook Salmon"
7,"Columbia","CLMB","Steelhead","SH",1380,1380,TRUE,"Mid Columbia Summer","Mid Columbia Summer",NA,NA,5,7,10,NA,NA
8,"Yukon","YT","Chinook","CK",1201,1201,TRUE,"Big Salmon","Big Salmon","CK-70","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1202,1202,TRUE,"Nordenskiold","Nordenskiold","CK-71","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1203,1203,TRUE,"Pelly","Pelly","CK-72","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1204,1204,TRUE,"Middle Yukon","Middle Yukon River and tributaries","CK-73","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1205,1205,TRUE,"Stewart","Stewart","CK-74","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1206,1206,TRUE,"White","White and tributaries","CK-75","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1207,1207,TRUE,"Northern Yukon","Northern Yukon River and tributaries","CK-76","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1208,1208,TRUE,"Salmon Fork","Salmon Fork","CK-77","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1209,1209,TRUE,"Porcupine","Porcupine (Chinook)","CK-78","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1210,1210,TRUE,"Old Crow","Old Crow","CK-79","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1211,1211,TRUE,"Upper Yukon","Upper Yukon River","CK-69","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Chinook","CK",1212,1212,TRUE,"Teslin","Yukon River-Teslin headwaters","CK-68","Current",6,8,5,61,"Yukon Chinook Salmon"
8,"Yukon","YT","Coho","CO",1220,1220,TRUE,"Porcupine","Porcupine River (coho)","CO-46","Current",3,8,6,40,"Porcupine Coho Salmon"
8,"Yukon","YT","Chum","CM",1213,1213,TRUE,"Middle Yukon","Middle Yukon","CM-42","Current",4,8,7,62,"Yukon Chum Salmon"
8,"Yukon","YT","Chum","CM",1214,1214,TRUE,"North Yukon","N Yukon River","CM-43","Current",4,8,7,62,"Yukon Chum Salmon"
8,"Yukon","YT","Chum","CM",1215,1215,TRUE,"White","White","CM-44","Current",4,8,7,62,"Yukon Chum Salmon"
8,"Yukon","YT","Chum","CM",1216,1216,TRUE,"Donjek Kluane","Donjek Kluane","CM-45","Current",4,8,7,62,"Yukon Chum Salmon"
8,"Yukon","YT","Chum","CM",1217,1217,TRUE,"Porcupine","Porcupine River (chum)","CM-46","Current",4,8,7,39,"Porcupine Chum Salmon"
8,"Yukon","YT","Chum","CM",1218,1218,TRUE,"Stewart","Stewart","CM-48","VREQ[Current]",4,8,7,62,"Yukon Chum Salmon"
8,"Yukon","YT","Chum","CM",1219,1219,TRUE,"Teslin","Teslin","CM-38","Current",4,8,7,62,"Yukon Chum Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1024,1024,TRUE,"Border","Border","SEL-25-01","Current",5,10,1,NA,NA
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1025,1025,TRUE,"Christina","Christina","SEL-26-01","Current",5,10,1,49,"Stikine Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1026,1026,TRUE,"Tahltan","Tahltan","SEL-26-02","Current",5,10,1,49,"Stikine Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1027,1027,TRUE,"Kuthai","Kuthai","SEL-28-01","Current",5,10,1,53,"Taku Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1028,1028,TRUE,"Little Trapper","Little Trapper","SEL-28-02","Current",5,10,1,53,"Taku Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1029,1029,TRUE,"Tatsamenie","Tatsamenie","SEL-28-03","Current",5,10,1,53,"Taku Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1031,1031,TRUE,"Blanchard","Blanchard","SEL-30-01","Current",5,10,1,3,"Alsek Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1033,1033,TRUE,"King Salmon","King Salmon","SEL-28-05","Current",4,10,1,53,"Taku Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1036,1036,TRUE,"Chutine","Chutine","SEL-26-03","Current",5,10,1,49,"Stikine Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1037,1037,TRUE,"Whiting","Whiting","SEL-27-01","Current",5,10,1,NA,NA
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1038,1038,TRUE,"Klukshu","Klukshu","SEL-30-02","Current",5,10,1,3,"Alsek Sockeye Salmon"
10,"Northern Transboundary","TBR","Lake sockeye","SEL",1039,1039,TRUE,"Nesketahin","Nesketahin","SEL-30-03","Current",5,10,1,3,"Alsek Sockeye Salmon"
10,"Northern Transboundary","TBR","River sockeye","SER",1021,1021,TRUE,"Alsek (river-type)","Alsek River","SER-24","Current",5,10,2,3,"Alsek Sockeye Salmon"
10,"Northern Transboundary","TBR","River sockeye","SER",1022,1022,TRUE,"Chilkat (river-type)","Chilkat River","SER-023","Current",5,10,2,NA,NA
10,"Northern Transboundary","TBR","River sockeye","SER",1023,1023,TRUE,"Northern Transboundary Fjords (river-type)","Northern Transboundary Fjords","SER-22","Current",5,10,2,NA,NA
10,"Northern Transboundary","TBR","Pink (odd)","PKO",1020,1020,TRUE,"Transboundary Fjords (odd)","Transboundary Fjords","PKO-19","Current",2,10,3,NA,NA
10,"Northern Transboundary","TBR","Pink (even)","PKE",1019,1019,TRUE,"Transboundary Fjords (even)","Transboundary Fjords","PKE-13","Current",2,10,4,NA,NA
10,"Northern Transboundary","TBR","Chinook","CK",1004,1004,TRUE,"Alsek","Alsek","CK-67","Current",5,10,5,1,"Alsek Chinook Salmon"
10,"Northern Transboundary","TBR","Chinook","CK",1005,1005,TRUE,"Lynn Canal","Lynn Canal","CK-66","Current",6,10,5,NA,NA
10,"Northern Transboundary","TBR","Chinook","CK",1006,1006,TRUE,"Taku-Early Timing","Taku-Early Timing","CK-63","Current",6,10,5,51,"Taku Chinook Salmon"
10,"Northern Transboundary","TBR","Chinook","CK",1007,1007,TRUE,"Taku-Mid Timing","Taku-Mid Timing","CK-64","Current",6,10,5,51,"Taku Chinook Salmon"
10,"Northern Transboundary","TBR","Chinook","CK",1008,1008,TRUE,"Taku-Late Timing","Taku-Late Timing","CK-65","Current",6,10,5,51,"Taku Chinook Salmon"
10,"Northern Transboundary","TBR","Chinook","CK",1009,1009,TRUE,"Whiting","Whiting","CK-62","Current",6,10,5,NA,NA
10,"Northern Transboundary","TBR","Chinook","CK",1010,1010,TRUE,"Stikine-Early Timing","Stikine-Early Timing","CK-60","Current",6,10,5,47,"Stikine Chinook Salmon"
10,"Northern Transboundary","TBR","Chinook","CK",1011,1011,TRUE,"Stikine-Late Timing","Stikine-Late Timing","CK-61","Current",6,10,5,47,"Stikine Chinook Salmon"
10,"Northern Transboundary","TBR","Chinook","CK",1012,1012,TRUE,"Unuk","Unuk","CK-59","Current",6,10,5,NA,NA
10,"Northern Transboundary","TBR","Coho","CO",1013,1013,TRUE,"Alsek","Alsek River","CO-45","Current",4,10,6,2,"Alsek Coho Salmon"
10,"Northern Transboundary","TBR","Coho","CO",1014,1014,TRUE,"Lynn Canal","Lynn Canal","CO-44","Current",4,10,6,NA,NA
10,"Northern Transboundary","TBR","Coho","CO",1015,1015,TRUE,"Taku-Late Timing","Taku-Late Timing","CO-42","Current",4,10,6,52,"Taku Coho Salmon"
10,"Northern Transboundary","TBR","Coho","CO",1016,1016,TRUE,"Whiting","Whiting River","CO-40","Current",4,10,6,NA,NA
10,"Northern Transboundary","TBR","Coho","CO",1017,1017,TRUE,"Lower Stikine","Lower Stikine","CO-39","Current",4,10,6,48,"Stikine Coho Salmon"
10,"Northern Transboundary","TBR","Coho","CO",1018,1018,TRUE,"Unuk","Unuk River","CO-38","Current",4,10,6,NA,NA
10,"Northern Transboundary","TBR","Coho","CO",1034,1034,TRUE,"Taku-Early Timing","Taku-Early Timing","CO-41","Current",4,10,6,52,"Taku Coho Salmon"
10,"Northern Transboundary","TBR","Coho","CO",1035,1035,TRUE,"Taku-Mid Timing","Taku-Mid Timing","CO-43","Current",4,10,6,52,"Taku Coho Salmon"
10,"Northern Transboundary","TBR","Chum","CM",1000,1000,TRUE,"Lynn Canal","Lynn Canal","CM-37","Current",4,10,7,NA,NA
10,"Northern Transboundary","TBR","Chum","CM",1001,1001,TRUE,"Taku","Taku","CM-36","Current",4,10,7,54,"Transboundary Chum Salmon"
10,"Northern Transboundary","TBR","Chum","CM",1002,1002,TRUE,"Whiting","Whiting","CM-35","Current",4,10,7,NA,NA
10,"Northern Transboundary","TBR","Chum","CM",1003,1003,TRUE,"Unuk","Unuk","CM-33","Current",4,10,7,NA,NA
10,"Northern Transboundary","TBR","Chum","CM",1032,1032,TRUE,"Lower Stikine","Lower Stikine","CM-34","Current",4,10,7,54,"Transboundary Chum Salmon"
10,"Northern Transboundary","TBR","Steelhead","SH",1080,1080,TRUE,"Alsek Summer","Alsek Summer",NA,NA,5,10,10,NA,NA
10,"Northern Transboundary","TBR","Steelhead","SH",1081,1081,TRUE,"Taku Summer","Taku Summer",NA,NA,5,10,10,NA,NA
10,"Northern Transboundary","TBR","Steelhead","SH",1082,1082,TRUE,"Taku Winter","Taku Winter",NA,NA,5,10,10,NA,NA
10,"Northern Transboundary","TBR","Steelhead","SH",1083,1083,TRUE,"Stikine Summer","Stikine Summer",NA,NA,5,10,10,NA,NA
10,"Northern Transboundary","TBR","Steelhead","SH",1084,1084,TRUE,"Stikine Winter","Stikine Winter",NA,NA,5,10,10,NA,NA
