SPECIES,Stock,Series,Year,Value,TableSource,Method
Chinook,Taku River,Tseta Aerial Index,1995,786,D.8,
Chinook,Taku River,Tseta Aerial Index,1996,"1,201",D.8,
Chinook,Taku River,Tseta Aerial Index,1997,648,D.8,
Chinook,Taku River,Tseta Aerial Index,1998,360,D.8,
Chinook,Taku River,Tseta Aerial Index,1999,221,D.8,
Chinook,Taku River,Tseta Aerial Index,2000,160,D.8,
Chinook,Taku River,Tseta Aerial Index,2001,202,D.8,
Chinook,Taku River,Tseta Aerial Index,2002,192,D.8,
Chinook,Taku River,Tseta Aerial Index,2003,436,D.8,
Chinook,Taku River,Tseta Aerial Index,2004,906,D.8,
Chinook,Taku River,Tseta Aerial Index,2005,215,D.8,
Chinook,Taku River,Tseta Aerial Index,2006,199,D.8,
Chinook,Taku River,Tseta Aerial Index,2007,199,D.8,
Chinook,Taku River,Tseta Aerial Index,2008,497,D.8,
Chinook,Taku River,Tseta Aerial Index,2009,145,D.8,
Chinook,Taku River,Tseta Aerial Index,2010,128,D.8,
Chinook,Taku River,Tseta Aerial Index,2011,128,D.8,
Chinook,Taku River,Tseta Aerial Index,2012,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2013,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2014,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2015,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2016,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2017,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2018,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2019,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2020,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2021,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2022,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2023,NA,D.8,
Chinook,Taku River,Tseta Aerial Index,2024,NA,D.8,
Chinook,Taku River,Nakina Aerial Index,1975,"1,800",D.8,
Chinook,Taku River,Nakina Aerial Index,1976,"3,000",D.8,
Chinook,Taku River,Nakina Aerial Index,1977,"3,850",D.8,
Chinook,Taku River,Nakina Aerial Index,1978,"1,620",D.8,
Chinook,Taku River,Nakina Aerial Index,1979,"2,110",D.8,
Chinook,Taku River,Nakina Aerial Index,1980,"4,500",D.8,
Chinook,Taku River,Nakina Aerial Index,1981,"5,110",D.8,
Chinook,Taku River,Nakina Aerial Index,1982,"2,533",D.8,
Chinook,Taku River,Nakina Aerial Index,1983,968,D.8,
Chinook,Taku River,Nakina Aerial Index,1984,"1,887",D.8,
Chinook,Taku River,Nakina Aerial Index,1985,"2,647",D.8,
Chinook,Taku River,Nakina Aerial Index,1986,"3,868",D.8,
Chinook,Taku River,Nakina Aerial Index,1987,"2,906",D.8,
Chinook,Taku River,Nakina Aerial Index,1988,"4,500",D.8,
Chinook,Taku River,Nakina Aerial Index,1989,"5,141",D.8,
Chinook,Taku River,Nakina Aerial Index,1990,"7,917",D.8,
Chinook,Taku River,Nakina Aerial Index,1991,"5,610",D.8,
Chinook,Taku River,Nakina Aerial Index,1992,"5,750",D.8,
Chinook,Taku River,Nakina Aerial Index,1993,"6,490",D.8,
Chinook,Taku River,Nakina Aerial Index,1994,"4,792",D.8,
Chinook,Taku River,Nakina Aerial Index,1995,"3,943",D.8,
Chinook,Taku River,Nakina Aerial Index,1996,"7,720",D.8,
Chinook,Taku River,Nakina Aerial Index,1997,"6,095",D.8,
Chinook,Taku River,Nakina Aerial Index,1998,"2,720",D.8,
Chinook,Taku River,Nakina Aerial Index,1999,"1,900",D.8,
Chinook,Taku River,Nakina Aerial Index,2000,"2,907",D.8,
Chinook,Taku River,Nakina Aerial Index,2001,"1,552",D.8,
Chinook,Taku River,Nakina Aerial Index,2002,"4,066",D.8,
Chinook,Taku River,Nakina Aerial Index,2003,"2,126",D.8,
Chinook,Taku River,Nakina Aerial Index,2004,"4,091",D.8,
Chinook,Taku River,Nakina Aerial Index,2005,"1,213",D.8,
Chinook,Taku River,Nakina Aerial Index,2006,"1,900",D.8,
Chinook,Taku River,Nakina Aerial Index,2007,NA,D.8,
Chinook,Taku River,Nakina Aerial Index,2008,"1,437",D.8,
Chinook,Taku River,Nakina Aerial Index,2009,"1,698",D.8,
Chinook,Taku River,Nakina Aerial Index,2010,"1,730",D.8,
Chinook,Taku River,Nakina Aerial Index,2011,"1,380",D.8,
Chinook,Taku River,Nakina Aerial Index,2012,"1,300",D.8,
Chinook,Taku River,Nakina Aerial Index,2013,"1,623",D.8,
Chinook,Taku River,Nakina Aerial Index,2014,"1,040",D.8,
Chinook,Taku River,Nakina Aerial Index,2015,"1,340",D.8,
Chinook,Taku River,Nakina Aerial Index,2016,800,D.8,
Chinook,Taku River,Nakina Aerial Index,2017,301,D.8,
Chinook,Taku River,Nakina Aerial Index,2018,765,D.8,
Chinook,Taku River,Nakina Aerial Index,2019,"1,070",D.8,
Chinook,Taku River,Nakina Aerial Index,2020,"1,249",D.8,
Chinook,Taku River,Nakina Aerial Index,2021,"1,034",D.8,
Chinook,Taku River,Nakina Aerial Index,2022,"1,263",D.8,
Chinook,Taku River,Nakina Aerial Index,2023,"1,542",D.8,
Chinook,Taku River,Nakina Aerial Index,2024,"2,830",D.8,
Chinook,Taku River,Nahlin Aerial Index,1975,274,D.8,
Chinook,Taku River,Nahlin Aerial Index,1976,725,D.8,
Chinook,Taku River,Nahlin Aerial Index,1977,650,D.8,
Chinook,Taku River,Nahlin Aerial Index,1978,624,D.8,
Chinook,Taku River,Nahlin Aerial Index,1979,857,D.8,
Chinook,Taku River,Nahlin Aerial Index,1980,"1,531",D.8,
Chinook,Taku River,Nahlin Aerial Index,1981,"2,945",D.8,
Chinook,Taku River,Nahlin Aerial Index,1982,"1,246",D.8,
Chinook,Taku River,Nahlin Aerial Index,1983,391,D.8,
Chinook,Taku River,Nahlin Aerial Index,1984,951,D.8,
Chinook,Taku River,Nahlin Aerial Index,1985,"2,236",D.8,
Chinook,Taku River,Nahlin Aerial Index,1986,"1,612",D.8,
Chinook,Taku River,Nahlin Aerial Index,1987,"1,122",D.8,
Chinook,Taku River,Nahlin Aerial Index,1988,"1,535",D.8,
Chinook,Taku River,Nahlin Aerial Index,1989,"1,812",D.8,
Chinook,Taku River,Nahlin Aerial Index,1990,"1,658",D.8,
Chinook,Taku River,Nahlin Aerial Index,1991,"1,781",D.8,
Chinook,Taku River,Nahlin Aerial Index,1992,"1,821",D.8,
Chinook,Taku River,Nahlin Aerial Index,1993,"2,128",D.8,
Chinook,Taku River,Nahlin Aerial Index,1994,"2,418",D.8,
Chinook,Taku River,Nahlin Aerial Index,1995,"2,069",D.8,
Chinook,Taku River,Nahlin Aerial Index,1996,"5,415",D.8,
Chinook,Taku River,Nahlin Aerial Index,1997,"3,655",D.8,
Chinook,Taku River,Nahlin Aerial Index,1998,"1,294",D.8,
Chinook,Taku River,Nahlin Aerial Index,1999,532,D.8,
Chinook,Taku River,Nahlin Aerial Index,2000,728,D.8,
Chinook,Taku River,Nahlin Aerial Index,2001,935,D.8,
Chinook,Taku River,Nahlin Aerial Index,2002,"1,099",D.8,
Chinook,Taku River,Nahlin Aerial Index,2003,861,D.8,
Chinook,Taku River,Nahlin Aerial Index,2004,"1,787",D.8,
Chinook,Taku River,Nahlin Aerial Index,2005,471,D.8,
Chinook,Taku River,Nahlin Aerial Index,2006,955,D.8,
Chinook,Taku River,Nahlin Aerial Index,2007,277,D.8,
Chinook,Taku River,Nahlin Aerial Index,2008,"1,121",D.8,
Chinook,Taku River,Nahlin Aerial Index,2009,"1,033",D.8,
Chinook,Taku River,Nahlin Aerial Index,2010,"1,018",D.8,
Chinook,Taku River,Nahlin Aerial Index,2011,808,D.8,
Chinook,Taku River,Nahlin Aerial Index,2012,726,D.8,
Chinook,Taku River,Nahlin Aerial Index,2013,527,D.8,
Chinook,Taku River,Nahlin Aerial Index,2014,304,D.8,
Chinook,Taku River,Nahlin Aerial Index,2015,612,D.8,
Chinook,Taku River,Nahlin Aerial Index,2016,379,D.8,
Chinook,Taku River,Nahlin Aerial Index,2017,134,D.8,
Chinook,Taku River,Nahlin Aerial Index,2018,268,D.8,
Chinook,Taku River,Nahlin Aerial Index,2019,282,D.8,
Chinook,Taku River,Nahlin Aerial Index,2020,213,D.8,
Chinook,Taku River,Nahlin Aerial Index,2021,98,D.8,
Chinook,Taku River,Nahlin Aerial Index,2022,351,D.8,
Chinook,Taku River,Nahlin Aerial Index,2023,462,D.8,
Chinook,Taku River,Nahlin Aerial Index,2024,487,D.8,
